http://www.wikidata.org/entity/Q77983422,Baloo,fictional Disney character from Talespin
http://www.wikidata.org/entity/Q19637309,Bamse,Swedish cartoon character
http://www.wikidata.org/entity/Q42329580,Bamse,anthropomorphic teddybear present in various televison series
http://www.wikidata.org/entity/Q4077208,Bangpūtys,baltic Sea God
http://www.wikidata.org/entity/Q2417701,Bannik,Slavic bathhouse spirit
http://www.wikidata.org/entity/Q243362,Baphomet,"claimed idol of the Templars, introduced into modern occultism by Éliphas Lévi"
http://www.wikidata.org/entity/Q12649956,Baphyras,Greek river god
http://www.wikidata.org/entity/Q2664411,Baragon,kaiju film or creature
http://www.wikidata.org/entity/Q2331361,Barbatos,demon
http://www.wikidata.org/entity/Q808165,Barghest,mythical creature
http://www.wikidata.org/entity/Q3635027,Bark the Polarbear,Sonic the Hedgehog character
http://www.wikidata.org/entity/Q30668413,Barney Bear,animated character
http://www.wikidata.org/entity/Q204753,Barong,Indonesian lion-like creature and character in the mythology of Java and Bali
http://www.wikidata.org/entity/Q1073978,Basan,fictional bird
http://www.wikidata.org/entity/Q2323671,Bashe,mythological serpent
http://www.wikidata.org/entity/Q6860012,Basty,evil spirit in Turkic folklore
http://www.wikidata.org/entity/Q804202,Bayun the Cat,fictional cat from Russian fairy-tales
http://www.wikidata.org/entity/Q47093220,Beast Master,Lava Monster of the TV series “Lego Nexo Knigths”
http://www.wikidata.org/entity/Q830569,Beast of Bodmin,phantom wild cat in British folklore
http://www.wikidata.org/entity/Q13126434,Beast of Bont,big cat reportedly seen near Pontrhydfendigaid
http://www.wikidata.org/entity/Q3254885,Bedawang,balinese mythical turtle carrying the world
http://www.wikidata.org/entity/Q378477,Behemoth,biblical creature
http://www.wikidata.org/entity/Q11687664,Beithir,large snake-like cryptid reported in Scotland
http://www.wikidata.org/entity/Q952150,Beleth,king of Hell in demonology
http://www.wikidata.org/entity/Q815594,Belial,Christian demon
http://www.wikidata.org/entity/Q816170,Belphegor,one of the seven princes of Hell
http://www.wikidata.org/entity/Q818378,Bennu,phoenix of Ancient Egyptian mythology
http://www.wikidata.org/entity/Q793088,Benthesikyme,daughter of Poseidon and Amphitrite
http://www.wikidata.org/entity/Q818468,Benzaiten,water deity
http://www.wikidata.org/entity/Q2622635,Berehynia,slavic water spirit
http://www.wikidata.org/entity/Q266233,Bergelmir,Norse mythical character
http://www.wikidata.org/entity/Q30308019,Bergmönch,mountain spirit from German folklore
http://www.wikidata.org/entity/Q821900,Berlingr,dwarf in Norse mythology
http://www.wikidata.org/entity/Q2930007,Beroe,nymph in Greek mythology
